,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
1799,7064,Wed Mar 18 00:18:38 +0000 2020,COVID19,1,1.24007007111392E+018,,,en,,False,0,"Interesting and useful article by @t0nyyates questioning the UK governments use of nudge theory in the fight against #COVID19 He also asks if the notion of social “fatigue” is being over emphasized in their strategy. 
https://t.co/80IGmepCYO",gibson_mark,786,Gaillimh,Mark Gibson 🇮🇪,gibson_mark,,"interesting and useful article by @t0nyyates questioning the uk governments use of nudge theory in the fight against #covid19 he also asks if the notion of social “fatigue” is being over emphasized in their strategy. 
https://t.co/80igmepcyo","['nudge', 'nudge theory', 'covid']",['nudge theory']
1800,7065,Sat Mar 14 08:12:26 +0000 2020,,27,1.23873975428125E+018,,,en,,False,11,"Honestly, if five years ago someone had come back from the future and told me that behavioural science and nudge theory were the reason for the collapse of civilisation I would not have been surprised. https://t.co/tH7QuzL2TG",NDLoubere,1401,"Lund, Sverige",Nicholas Loubere,NDLoubere,,"honestly, if five years ago someone had come back from the future and told me that behavioural science and nudge theory were the reason for the collapse of civilisation i would not have been surprised. https://t.co/th7quzl2tg","['behavioural science', 'nudge', 'nudge theory']","['behavioural science', 'nudge theory']"
1807,7095,Mon Mar 23 01:25:37 +0000 2020,COVID19,7,1.2418988633232E+018,,,en,,False,1,"If only Boris Johnson or anyone at the Nudge Unit had spent two minutes on Wikipedia...
#COVID19
https://t.co/BQ9P7MHWqC",docrussjackson,22953,Sheffield,GET A GRIP,docrussjackson,,"if only boris johnson or anyone at the nudge unit had spent two minutes on wikipedia...
#covid19
https://t.co/bq9p7mhwqc","['nudge unit', 'nudge', 'covid']",['nudge unit']
1820,7152,Sat Mar 21 10:42:06 +0000 2020,,0,1.24131413460985E+018,,,en,,False,0,"Can't wrap my head around this. I've studied behavioural economics, and nudge theory admittedly only to an undergraduate level but it's so obviously inappropriate in this context. What the hell were they thinking? https://t.co/aLpwzJPKLx",MthreeGee,263,,Merewyn Groom,MthreeGee,,"can't wrap my head around this. i've studied behavioural economics, and nudge theory admittedly only to an undergraduate level but it's so obviously inappropriate in this context. what the hell were they thinking? https://t.co/alpwzjpklx","['behavioural economics', 'nudge', 'nudge theory']","['behavioural economics', 'nudge theory']"
1831,7194,Sat May 23 11:23:11 +0000 2020,coronavirus,4,1.26415490830911E+018,,,en,,False,1,"A few more examples of behavioural insights that could begin to make a difference to help in the battle against the #coronavirus.
This is classic Ideating prototyping and finally arriving at a solution the Nudge theory way. https://t.co/IDUUEwKvdY",NudgingforKids,747,"New York, NY",NudgingforKids,NudgingforKids,,"a few more examples of behavioural insights that could begin to make a difference to help in the battle against the #coronavirus.
this is classic ideating prototyping and finally arriving at a solution the nudge theory way. https://t.co/iduuewkvdy","['behavioural insight', 'behavioural insights', 'nudge', 'nudge theory', 'corona']","['behavioural insights', 'nudge theory']"
1834,7204,Fri Apr 10 07:16:23 +0000 2020,CoronaVirus Covid19 DeathByTory R4Today,1,1.24851012006724E+018,,,en,,False,1,"Not a peep lately about experimental psychologist David Halpern's Behavioural Insights Team aka Nudge Unit's role in shaping Tory response to #CoronaVirus . Perhaps because those ""cocooned"" in care homes are dying en masse. #Covid19 #DeathByTory #R4Today https://t.co/Jd4pwfOvd6",TheWeeklyBull,412,"London, UK",Ron F,TheWeeklyBull,,"not a peep lately about experimental psychologist david halpern's behavioural insights team aka nudge unit's role in shaping tory response to #coronavirus . perhaps because those ""cocooned"" in care homes are dying en masse. #covid19 #deathbytory #r4today https://t.co/jd4pwfovd6","['halpern', 'nudge unit', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'psychologist', 'nudge', 'corona', 'covid']","['halpern', 'nudge unit', 'behavioural insights team', 'psychologist']"
1840,7233,Sun Apr 26 10:43:14 +0000 2020,COVID19 BrexitBorisBritain Halpern BIT Nudge BeyondParody ENOUGH,0,1.25436038087014E+018,,,en,,False,0,"Nudge theory is a poor substitute for hard science in matters of life or death
#COVID19 #BrexitBorisBritain #Halpern #BIT #Nudge #BeyondParody #ENOUGH
https://t.co/e9Vq7Lsnd1",Asitseemstome,405,,Fiona McMahon,Asitseemstome,,"nudge theory is a poor substitute for hard science in matters of life or death
#covid19 #brexitborisbritain #halpern #bit #nudge #beyondparody #enough
https://t.co/e9vq7lsnd1","['halpern', 'nudge', 'nudge theory', 'covid']","['halpern', 'nudge theory']"
1852,7279,Tue Apr 21 12:22:57 +0000 2020,covid19 behaviourchange nudge behaviouralscience lockdown,7,1.25257353769025E+018,,,en,,False,4,"Aditya Laumas and I, share a few guidelines to protect shopkeepers and their customers from becoming COVID-19 hotspots leveraging behavioural insights. #covid19 #behaviourchange #nudge #behaviouralscience #lockdown https://t.co/BEg7C7K3z7",sakshamO_o,475,Xanadu | La La Land,Saksham,sakshamO_o,,"aditya laumas and i, share a few guidelines to protect shopkeepers and their customers from becoming covid-19 hotspots leveraging behavioural insights. #covid19 #behaviourchange #nudge #behaviouralscience #lockdown https://t.co/beg7c7k3z7","['behaviouralscience', 'behavioural insight', 'behavioural insights', 'behaviourchange', 'nudge', 'covid']","['behaviouralscience', 'behavioural insights', 'behaviourchange', 'nudge']"
1855,7284,Mon Jun 08 10:24:12 +0000 2020,DavidHalpen coronavirus lockdown,0,1.26993826886438E+018,,,en,,,0,"@CatbytheC @SocialistLion So everyone found dead at home due to lockdown medical neglect as a result #DavidHalpen’s Behavioural Insights Team propaganda, has died of Corona Virus? Because if it was #coronavirus it proves #lockdown &amp; social distancing is futile. You can’t have it both ways",PRFilms1,1315,London UK,P R Films,PRFilms1,,"@catbythec @socialistlion so everyone found dead at home due to lockdown medical neglect as a result #davidhalpen’s behavioural insights team propaganda, has died of corona virus? because if it was #coronavirus it proves #lockdown &amp; social distancing is futile. you can’t have it both ways","['behavioural insights team', 'behavioural insight', 'behavioural insights', 'corona']",['behavioural insights team']
1864,7312,Tue May 05 15:21:35 +0000 2020,COVID19 PsychGov,46,1.2576919216796E+018,,,en,"Dunstable, England",False,9,Great start to the @BPSOfficial @psychmag webinar on Towards the new normal and beyond @SusanMichie calling for broadcast time for health psychologists &amp; behavioural scientists to support skill development for the four key behaviours to reduce viral infection #COVID19   #PsychGov https://t.co/VK8kNd1mdZ,DrAngelChater,3778,England,Dr Angel Chater,DrAngelChater,,great start to the @bpsofficial @psychmag webinar on towards the new normal and beyond @susanmichie calling for broadcast time for health psychologists &amp; behavioural scientists to support skill development for the four key behaviours to reduce viral infection #covid19   #psychgov https://t.co/vk8knd1mdz,"['michie', 'behavioural scientists', 'behavioural scientist', 'psychologists', 'psychologist', 'covid']","['michie', 'behavioural scientists', 'psychologists']"
1866,7318,Sat May 09 19:41:55 +0000 2020,,7,1.25920698660177E+018,,,en,,False,5,"Johnson stirred up hopes of lockdown changes. 55% wanted to carry on but the money men wanted workers back &amp; end to paying furloughs. He's hinted &amp; then withdrawn from changes, hoping people will start agitating to get out. Messing with our minds. Reeks of Cummings &amp; Nudge Unit. https://t.co/XgLEA6eP0O",Edwards72Sue,812,,sue_edwards72,Edwards72Sue,,"johnson stirred up hopes of lockdown changes. 55% wanted to carry on but the money men wanted workers back &amp; end to paying furloughs. he's hinted &amp; then withdrawn from changes, hoping people will start agitating to get out. messing with our minds. reeks of cummings &amp; nudge unit. https://t.co/xglea6ep0o","['nudge unit', 'nudge']",['nudge unit']
1872,7331,Thu Mar 12 22:34:24 +0000 2020,,1,1.23823190052068E+018,,,en,,False,0,"Weird that he’s not a medical doctor. Or virologist. Or epidemiologist.

There’s definitely an important place for experimental psychologists...but I’m not sure it’s here https://t.co/4HdwWsUo7a",Herne_TheHunter,3750,,Dean,Herne_TheHunter,,"weird that he’s not a medical doctor. or virologist. or epidemiologist.

there’s definitely an important place for experimental psychologists...but i’m not sure it’s here https://t.co/4hdwwsuo7a","['psychologists', 'psychologist']",['psychologists']
1876,7340,Mon Mar 16 12:38:11 +0000 2020,,1,1.23953140806805E+018,,,en,,False,0,"""Without linking disease response to local practical knowledges and cultural understandings, there is little chance of success. This is much more than ‘behavioural science’ and ‘nudge theory’ messaging designed by experts."" https://t.co/EswgkzkzLz",beckyayre,858,"Brighton, England",Becky Ayre,beckyayre,,"""without linking disease response to local practical knowledges and cultural understandings, there is little chance of success. this is much more than ‘behavioural science’ and ‘nudge theory’ messaging designed by experts."" https://t.co/eswgkzkzlz","['behavioural science', 'nudge', 'nudge theory']","['behavioural science', 'nudge theory']"
1888,7378,Fri May 15 14:37:12 +0000 2020,,2,1.26130463038816E+018,,,en,,False,0,"Of course, food is the textbook failure of nudge theory. You need a benevolent dictator to nudge, but what you get is ketchup and beans jammed full of sugar and salt because *that* nudges us to buy the product. https://t.co/KJsqR12a7a",texhewson,1629,"Exeter, England",Dr Paul Hewson,texhewson,,"of course, food is the textbook failure of nudge theory. you need a benevolent dictator to nudge, but what you get is ketchup and beans jammed full of sugar and salt because *that* nudges us to buy the product. https://t.co/kjsqr12a7a","['nudges', 'nudge', 'nudge theory']","['nudges', 'nudge theory']"
1899,7423,Sun May 10 12:37:02 +0000 2020,,2,1.25946245191091E+018,,,en,,False,1,"This is the idiot nudge unit at work again - @10DowningStreet see Andrew Cuomo in NY on how to give clear communications 
Your are literally killing people https://t.co/Su1hfzQ9fX",nosheepzone,5409,London,Chief Shearer 🙏🇪🇺 🕯️🐟,nosheepzone,,"this is the idiot nudge unit at work again - @10downingstreet see andrew cuomo in ny on how to give clear communications 
your are literally killing people https://t.co/su1hfzq9fx","['nudge unit', 'nudge']",['nudge unit']
1900,7424,Wed Apr 01 23:07:58 +0000 2020,coronavirus,6,1.24548810167127E+018,,,en,,False,4,"Just so it isn't forgotten, here's official government #coronavirus science advisor Dr David Halpern (he's a psychologist running Behavioural Insights Ltd) telling us on 11 March how 'herd immunity' will be achieved. https://t.co/G96nZwQ4Bt",shivmalik,15771,,Shiv Malik,shivmalik,,"just so it isn't forgotten, here's official government #coronavirus science advisor dr david halpern (he's a psychologist running behavioural insights ltd) telling us on 11 march how 'herd immunity' will be achieved. https://t.co/g96nzwq4bt","['halpern', 'behavioural insight', 'behavioural insights', 'psychologist', 'corona', 'herd immunity']","['halpern', 'behavioural insights', 'psychologist', 'herd immunity']"
1910,7458,Sat Apr 18 10:57:09 +0000 2020,,0,1.25146477932519E+018,,,en,,False,0,"Just goes to show how clueless this Government is.

""Went with the science."" 

Which science? Behavioural science (Govs Nudge Unit headed up by a Political Scientist) is not the science required, Epidemiology is. https://t.co/Q1nxWLsDYj",AdamSwannRacing,459,"Not Ffos Llas, UK",Adam Swann,AdamSwannRacing,,"just goes to show how clueless this government is.

""went with the science."" 

which science? behavioural science (govs nudge unit headed up by a political scientist) is not the science required, epidemiology is. https://t.co/q1nxwlsdyj","['nudge unit', 'behavioural science', 'nudge']","['nudge unit', 'behavioural science']"
1943,7627,Sun Apr 05 11:14:11 +0000 2020,COVID19 Pandemic Containment SocialDistancing Coronomics TravelRestrictions ExistentialRisk MassTesting NudgeUnit Psychologists TheHygieneImperative BehaviouralInsightsTeam,2,1.24675802487165E+018,,,en,,False,1,"So, 'Don’t trust the psychologists on coronavirus'? @UnHerd https://t.co/lDOS5Gag8D #COVID19 #Pandemic #Containment #SocialDistancing #Coronomics #TravelRestrictions #ExistentialRisk #MassTesting #NudgeUnit #Psychologists #TheHygieneImperative #BehaviouralInsightsTeam",HyperHygiene,2293,United Kingdom,Hyper Hygiene,HyperHygiene,,"so, 'don’t trust the psychologists on coronavirus'? @unherd https://t.co/ldos5gag8d #covid19 #pandemic #containment #socialdistancing #coronomics #travelrestrictions #existentialrisk #masstesting #nudgeunit #psychologists #thehygieneimperative #behaviouralinsightsteam","['nudgeunit', 'behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'psychologists', 'psychologist', 'nudge', 'pandemic', 'corona', 'covid']","['nudgeunit', 'behaviouralinsightsteam', 'psychologists', 'nudge']"
1944,7631,Sat Apr 25 07:55:31 +0000 2020,HerdImmunity,0,1.25395578740116E+018,1.24616225819701E+018,EUnotCoup,en,,False,4,RT @EUnotCoup: @peterjukes @JohnGHart Halpern &amp; the Nudge Unit seem to have been a big part of #HerdImmunity too: https://t.co/vF6m4iQTp4,LaughingSmurf,3847,European Union,OnceInABlueMoon,LaughingSmurf,,rt @eunotcoup: @peterjukes @johnghart halpern &amp; the nudge unit seem to have been a big part of #herdimmunity too: https://t.co/vf6m4iqtp4,"['halpern', 'nudge unit', 'nudge', 'herdimmunity']","['halpern', 'nudge unit', 'herdimmunity']"
